"FIPS Code","Geography","Year","Program Type","Population"
"36039","Greene County","1999","Intercensal Population Estimate","47,975"
"36041","Hamilton County","1999","Intercensal Population Estimate","5,325"
"36043","Herkimer County","1999","Intercensal Population Estimate","64,462"
"36045","Jefferson County","1999","Intercensal Population Estimate","112,081"
"36047","Kings County","1999","Intercensal Population Estimate","2,447,352"
"36049","Lewis County","1999","Intercensal Population Estimate","26,914"
"36051","Livingston County","1999","Intercensal Population Estimate","64,243"
"36053","Madison County","1999","Intercensal Population Estimate","69,523"
"36055","Monroe County","1999","Intercensal Population Estimate","733,679"
"36057","Montgomery County","1999","Intercensal Population Estimate","49,918"
"36059","Nassau County","1999","Intercensal Population Estimate","1,330,815"
"36061","New York County","1999","Intercensal Population Estimate","1,535,624"
"36063","Niagara County","1999","Intercensal Population Estimate","220,556"
"36065","Oneida County","1999","Intercensal Population Estimate","235,412"
"36067","Onondaga County","1999","Intercensal Population Estimate","458,575"
"36069","Ontario County","1999","Intercensal Population Estimate","99,802"
"36071","Orange County","1999","Intercensal Population Estimate","336,630"
"36073","Orleans County","1999","Intercensal Population Estimate","44,183"
"36075","Oswego County","1999","Intercensal Population Estimate","122,199"
"36077","Otsego County","1999","Intercensal Population Estimate","61,629"
"36079","Putnam County","1999","Intercensal Population Estimate","94,647"
"36081","Queens County","1999","Intercensal Population Estimate","2,208,975"
"36083","Rensselaer County","1999","Intercensal Population Estimate","152,392"
"36085","Richmond County","1999","Intercensal Population Estimate","437,814"
"36087","Rockland County","1999","Intercensal Population Estimate","285,265"
"36089","St. Lawrence County","1999","Intercensal Population Estimate","112,202"
"36091","Saratoga County","1999","Intercensal Population Estimate","198,641"
"36093","Schenectady County","1999","Intercensal Population Estimate","146,857"
"36095","Schoharie County","1999","Intercensal Population Estimate","31,537"
"36097","Schuyler County","1999","Intercensal Population Estimate","19,117"
"36099","Seneca County","1999","Intercensal Population Estimate","33,231"
"36101","Steuben County","1999","Intercensal Population Estimate","98,458"
"36103","Suffolk County","1999","Intercensal Population Estimate","1,406,161"
"36105","Sullivan County","1999","Intercensal Population Estimate","73,341"
"36107","Tioga County","1999","Intercensal Population Estimate","51,892"
"36109","Tompkins County","1999","Intercensal Population Estimate","96,656"
"36111","Ulster County","1999","Intercensal Population Estimate","176,526"
"36113","Warren County","1999","Intercensal Population Estimate","63,031"
"36115","Washington County","1999","Intercensal Population Estimate","61,043"
"36117","Wayne County","1999","Intercensal Population Estimate","93,790"
"36119","Westchester County","1999","Intercensal Population Estimate","918,532"
"36121","Wyoming County","1999","Intercensal Population Estimate","43,584"
"36123","Yates County","1999","Intercensal Population Estimate","24,613"
"36000","New York State","1998","Intercensal Population Estimate","18,755,906"
"36001","Albany County","1998","Intercensal Population Estimate","295,097"
"36003","Allegany County","1998","Intercensal Population Estimate","49,991"
"36005","Bronx County","1998","Intercensal Population Estimate","1,300,823"
"36007","Broome County","1998","Intercensal Population Estimate","201,072"
"36009","Cattaraugus County","1998","Intercensal Population Estimate","84,519"
"36011","Cayuga County","1998","Intercensal Population Estimate","82,497"
"36013","Chautauqua County","1998","Intercensal Population Estimate","140,784"
"36015","Chemung County","1998","Intercensal Population Estimate","91,791"
"36017","Chenango County","1998","Intercensal Population Estimate","51,432"
"36019","Clinton County","1998","Intercensal Population Estimate","79,926"
"36021","Columbia County","1998","Intercensal Population Estimate","63,356"
"36023","Cortland County","1998","Intercensal Population Estimate","48,755"
"36025","Delaware County","1998","Intercensal Population Estimate","47,999"
"36027","Dutchess County","1998","Intercensal Population Estimate","273,784"
"36029","Erie County","1998","Intercensal Population Estimate","956,578"
"36031","Essex County","1998","Intercensal Population Estimate","38,506"
"36033","Franklin County","1998","Intercensal Population Estimate","49,620"
"36035","Fulton County","1998","Intercensal Population Estimate","54,971"
"36037","Genesee County","1998","Intercensal Population Estimate","60,877"
"36039","Greene County","1998","Intercensal Population Estimate","47,771"
"36041","Hamilton County","1998","Intercensal Population Estimate","5,296"
"36043","Herkimer County","1998","Intercensal Population Estimate","64,909"
"36045","Jefferson County","1998","Intercensal Population Estimate","112,546"
"36047","Kings County","1998","Intercensal Population Estimate","2,422,434"
"36049","Lewis County","1998","Intercensal Population Estimate","27,072"
"36051","Livingston County","1998","Intercensal Population Estimate","63,948"
"36053","Madison County","1998","Intercensal Population Estimate","69,464"
"36055","Monroe County","1998","Intercensal Population Estimate","734,076"
"36057","Montgomery County","1998","Intercensal Population Estimate","50,321"
"36059","Nassau County","1998","Intercensal Population Estimate","1,322,950"
"36061","New York County","1998","Intercensal Population Estimate","1,531,067"
"36063","Niagara County","1998","Intercensal Population Estimate","221,884"
"36065","Oneida County","1998","Intercensal Population Estimate","235,710"
"36067","Onondaga County","1998","Intercensal Population Estimate","459,882"
"36069","Ontario County","1998","Intercensal Population Estimate","99,603"
"36071","Orange County","1998","Intercensal Population Estimate","332,199"
"36073","Orleans County","1998","Intercensal Population Estimate","44,167"
"36075","Oswego County","1998","Intercensal Population Estimate","122,153"
"36077","Otsego County","1998","Intercensal Population Estimate","61,379"
"36079","Putnam County","1998","Intercensal Population Estimate","93,301"
"36081","Queens County","1998","Intercensal Population Estimate","2,174,983"
"36083","Rensselaer County","1998","Intercensal Population Estimate","153,085"
"36085","Richmond County","1998","Intercensal Population Estimate","428,952"
"36087","Rockland County","1998","Intercensal Population Estimate","282,044"
"36089","St. Lawrence County","1998","Intercensal Population Estimate","112,261"
"36091","Saratoga County","1998","Intercensal Population Estimate","196,513"
"36093","Schenectady County","1998","Intercensal Population Estimate","147,738"
"36095","Schoharie County","1998","Intercensal Population Estimate","31,279"
"36097","Schuyler County","1998","Intercensal Population Estimate","19,143"
"36099","Seneca County","1998","Intercensal Population Estimate","33,184"
"36101","Steuben County","1998","Intercensal Population Estimate","98,657"
"36103","Suffolk County","1998","Intercensal Population Estimate","1,390,729"
"36105","Sullivan County","1998","Intercensal Population Estimate","72,974"
"36107","Tioga County","1998","Intercensal Population Estimate","52,163"
"36109","Tompkins County","1998","Intercensal Population Estimate","96,036"
"36111","Ulster County","1998","Intercensal Population Estimate","175,085"
"36113","Warren County","1998","Intercensal Population Estimate","62,585"
"36115","Washington County","1998","Intercensal Population Estimate","60,851"
"36117","Wayne County","1998","Intercensal Population Estimate","93,624"
"36119","Westchester County","1998","Intercensal Population Estimate","911,628"
"36121","Wyoming County","1998","Intercensal Population Estimate","43,527"
"36123","Yates County","1998","Intercensal Population Estimate","24,355"
"36000","New York State","1997","Intercensal Population Estimate","18,656,546"
"36001","Albany County","1997","Intercensal Population Estimate","296,187"
"36003","Allegany County","1997","Intercensal Population Estimate","50,325"
"36005","Bronx County","1997","Intercensal Population Estimate","1,285,683"
"36007","Broome County","1997","Intercensal Population Estimate","202,053"
"36009","Cattaraugus County","1997","Intercensal Population Estimate","84,718"
"36011","Cayuga County","1997","Intercensal Population Estimate","82,693"
"36013","Chautauqua County","1997","Intercensal Population Estimate","141,531"
"36015","Chemung County","1997","Intercensal Population Estimate","92,162"
"36017","Chenango County","1997","Intercensal Population Estimate","52,017"
"36019","Clinton County","1997","Intercensal Population Estimate","80,191"
"36021","Columbia County","1997","Intercensal Population Estimate","63,505"
"36023","Cortland County","1997","Intercensal Population Estimate","48,619"
"36025","Delaware County","1997","Intercensal Population Estimate","47,878"
"36027","Dutchess County","1997","Intercensal Population Estimate","270,935"
"36029","Erie County","1997","Intercensal Population Estimate","963,040"
"36031","Essex County","1997","Intercensal Population Estimate","38,646"
"36033","Franklin County","1997","Intercensal Population Estimate","49,919"
"36035","Fulton County","1997","Intercensal Population Estimate","55,102"
"36037","Genesee County","1997","Intercensal Population Estimate","61,216"
"36039","Greene County","1997","Intercensal Population Estimate","47,346"
"36041","Hamilton County","1997","Intercensal Population Estimate","5,274"
"36043","Herkimer County","1997","Intercensal Population Estimate","65,818"
"36045","Jefferson County","1997","Intercensal Population Estimate","113,055"
"36047","Kings County","1997","Intercensal Population Estimate","2,401,148"
"36049","Lewis County","1997","Intercensal Population Estimate","27,251"
"36051","Livingston County","1997","Intercensal Population Estimate","64,217"
"36053","Madison County","1997","Intercensal Population Estimate","69,554"
"36055","Monroe County","1997","Intercensal Population Estimate","734,394"
"36057","Montgomery County","1997","Intercensal Population Estimate","50,798"
"36059","Nassau County","1997","Intercensal Population Estimate","1,318,211"
"36061","New York County","1997","Intercensal Population Estimate","1,527,384"
"36063","Niagara County","1997","Intercensal Population Estimate","223,135"
"36065","Oneida County","1997","Intercensal Population Estimate","236,863"
"36067","Onondaga County","1997","Intercensal Population Estimate","462,438"
"36069","Ontario County","1997","Intercensal Population Estimate","99,693"
"36071","Orange County","1997","Intercensal Population Estimate","328,860"
"36073","Orleans County","1997","Intercensal Population Estimate","44,172"
"36075","Oswego County","1997","Intercensal Population Estimate","123,237"
"36077","Otsego County","1997","Intercensal Population Estimate","61,371"
"36079","Putnam County","1997","Intercensal Population Estimate","92,139"
"36081","Queens County","1997","Intercensal Population Estimate","2,138,503"
"36083","Rensselaer County","1997","Intercensal Population Estimate","153,653"
"36085","Richmond County","1997","Intercensal Population Estimate","420,725"
"36087","Rockland County","1997","Intercensal Population Estimate","279,082"
"36089","St. Lawrence County","1997","Intercensal Population Estimate","112,867"
"36091","Saratoga County","1997","Intercensal Population Estimate","194,757"
"36093","Schenectady County","1997","Intercensal Population Estimate","148,557"
"36095","Schoharie County","1997","Intercensal Population Estimate","31,557"
"36097","Schuyler County","1997","Intercensal Population Estimate","19,023"
"36099","Seneca County","1997","Intercensal Population Estimate","33,362"
"36101","Steuben County","1997","Intercensal Population Estimate","98,907"
"36103","Suffolk County","1997","Intercensal Population Estimate","1,377,203"
"36105","Sullivan County","1997","Intercensal Population Estimate","72,712"
"36107","Tioga County","1997","Intercensal Population Estimate","52,160"
"36109","Tompkins County","1997","Intercensal Population Estimate","96,216"
"36111","Ulster County","1997","Intercensal Population Estimate","174,148"
"36113","Warren County","1997","Intercensal Population Estimate","62,460"
"36115","Washington County","1997","Intercensal Population Estimate","60,950"
"36117","Wayne County","1997","Intercensal Population Estimate","93,282"
"36119","Westchester County","1997","Intercensal Population Estimate","905,632"
"36121","Wyoming County","1997","Intercensal Population Estimate","43,767"
"36123","Yates County","1997","Intercensal Population Estimate","24,245"
"36000","New York State","1996","Intercensal Population Estimate","18,588,460"
"36001","Albany County","1996","Intercensal Population Estimate","297,680"
"36003","Allegany County","1996","Intercensal Population Estimate","50,869"
"36005","Bronx County","1996","Intercensal Population Estimate","1,272,693"
"36007","Broome County","1996","Intercensal Population Estimate","204,415"
"36009","Cattaraugus County","1996","Intercensal Population Estimate","85,284"
"36011","Cayuga County","1996","Intercensal Population Estimate","82,846"
"36013","Chautauqua County","1996","Intercensal Population Estimate","142,476"
"36015","Chemung County","1996","Intercensal Population Estimate","92,972"
"36017","Chenango County","1996","Intercensal Population Estimate","52,297"
"36019","Clinton County","1996","Intercensal Population Estimate","80,440"
"36021","Columbia County","1996","Intercensal Population Estimate","63,625"
"36023","Cortland County","1996","Intercensal Population Estimate","48,726"
"36025","Delaware County","1996","Intercensal Population Estimate","48,342"
"36027","Dutchess County","1996","Intercensal Population Estimate","268,986"
"36029","Erie County","1996","Intercensal Population Estimate","970,375"
"36031","Essex County","1996","Intercensal Population Estimate","38,595"
"36033","Franklin County","1996","Intercensal Population Estimate","50,179"
"36035","Fulton County","1996","Intercensal Population Estimate","55,388"
"36037","Genesee County","1996","Intercensal Population Estimate","61,288"
"36039","Greene County","1996","Intercensal Population Estimate","47,170"
"36041","Hamilton County","1996","Intercensal Population Estimate","5,354"
"36043","Herkimer County","1996","Intercensal Population Estimate","66,454"
"36045","Jefferson County","1996","Intercensal Population Estimate","114,585"
"36047","Kings County","1996","Intercensal Population Estimate","2,383,703"
"36049","Lewis County","1996","Intercensal Population Estimate","27,357"
"36051","Livingston County","1996","Intercensal Population Estimate","64,146"
"36053","Madison County","1996","Intercensal Population Estimate","70,151"
"36055","Monroe County","1996","Intercensal Population Estimate","734,257"
"36057","Montgomery County","1996","Intercensal Population Estimate","51,305"
"36059","Nassau County","1996","Intercensal Population Estimate","1,315,799"
"36061","New York County","1996","Intercensal Population Estimate","1,521,415"
"36063","Niagara County","1996","Intercensal Population Estimate","223,792"
"36065","Oneida County","1996","Intercensal Population Estimate","239,246"
"36067","Onondaga County","1996","Intercensal Population Estimate","466,614"
"36069","Ontario County","1996","Intercensal Population Estimate","99,509"
"36071","Orange County","1996","Intercensal Population Estimate","326,000"
"36073","Orleans County","1996","Intercensal Population Estimate","44,435"
"36075","Oswego County","1996","Intercensal Population Estimate","123,619"
"36077","Otsego County","1996","Intercensal Population Estimate","61,584"
"36079","Putnam County","1996","Intercensal Population Estimate","90,768"
"36081","Queens County","1996","Intercensal Population Estimate","2,105,520"
"36083","Rensselaer County","1996","Intercensal Population Estimate","154,928"
"36085","Richmond County","1996","Intercensal Population Estimate","414,481"
"36087","Rockland County","1996","Intercensal Population Estimate","277,714"
"36089","St. Lawrence County","1996","Intercensal Population Estimate","113,888"
"36091","Saratoga County","1996","Intercensal Population Estimate","193,937"
"36093","Schenectady County","1996","Intercensal Population Estimate","149,351"
"36095","Schoharie County","1996","Intercensal Population Estimate","32,111"
"36097","Schuyler County","1996","Intercensal Population Estimate","19,089"
"36099","Seneca County","1996","Intercensal Population Estimate","33,500"
"36101","Steuben County","1996","Intercensal Population Estimate","99,212"
"36103","Suffolk County","1996","Intercensal Population Estimate","1,368,366"
"36105","Sullivan County","1996","Intercensal Population Estimate","72,758"
"36107","Tioga County","1996","Intercensal Population Estimate","52,287"
"36109","Tompkins County","1996","Intercensal Population Estimate","96,298"
"36111","Ulster County","1996","Intercensal Population Estimate","173,205"
"36113","Warren County","1996","Intercensal Population Estimate","62,337"
"36115","Washington County","1996","Intercensal Population Estimate","61,278"
"36117","Wayne County","1996","Intercensal Population Estimate","93,128"
"36119","Westchester County","1996","Intercensal Population Estimate","902,174"
"36121","Wyoming County","1996","Intercensal Population Estimate","43,950"
"36123","Yates County","1996","Intercensal Population Estimate","24,209"
"36000","New York State","1995","Intercensal Population Estimate","18,524,104"
"36001","Albany County","1995","Intercensal Population Estimate","299,725"
"36003","Allegany County","1995","Intercensal Population Estimate","51,251"
"36005","Bronx County","1995","Intercensal Population Estimate","1,262,064"
"36007","Broome County","1995","Intercensal Population Estimate","207,478"
"36009","Cattaraugus County","1995","Intercensal Population Estimate","85,040"
"36011","Cayuga County","1995","Intercensal Population Estimate","82,964"
"36013","Chautauqua County","1995","Intercensal Population Estimate","142,542"
"36015","Chemung County","1995","Intercensal Population Estimate","93,675"
"36017","Chenango County","1995","Intercensal Population Estimate","52,127"
"36019","Clinton County","1995","Intercensal Population Estimate","82,914"
"36021","Columbia County","1995","Intercensal Population Estimate","63,790"
"36023","Cortland County","1995","Intercensal Population Estimate","49,123"
"36025","Delaware County","1995","Intercensal Population Estimate","48,638"
"36027","Dutchess County","1995","Intercensal Population Estimate","266,538"
"36029","Erie County","1995","Intercensal Population Estimate","973,927"
"36031","Essex County","1995","Intercensal Population Estimate","38,262"
"36033","Franklin County","1995","Intercensal Population Estimate","49,965"
"36035","Fulton County","1995","Intercensal Population Estimate","55,217"
"36037","Genesee County","1995","Intercensal Population Estimate","61,105"
"36039","Greene County","1995","Intercensal Population Estimate","47,187"
"36041","Hamilton County","1995","Intercensal Population Estimate","5,245"
"36043","Herkimer County","1995","Intercensal Population Estimate","66,711"
"36045","Jefferson County","1995","Intercensal Population Estimate","115,361"
"36047","Kings County","1995","Intercensal Population Estimate","2,372,611"
"36049","Lewis County","1995","Intercensal Population Estimate","27,364"
"36051","Livingston County","1995","Intercensal Population Estimate","64,146"
"36053","Madison County","1995","Intercensal Population Estimate","70,182"
"36055","Monroe County","1995","Intercensal Population Estimate","733,643"
"36057","Montgomery County","1995","Intercensal Population Estimate","51,649"
"36059","Nassau County","1995","Intercensal Population Estimate","1,312,950"
"36061","New York County","1995","Intercensal Population Estimate","1,514,184"
"36063","Niagara County","1995","Intercensal Population Estimate","223,958"
"36065","Oneida County","1995","Intercensal Population Estimate","244,736"
"36067","Onondaga County","1995","Intercensal Population Estimate","470,235"
"36069","Ontario County","1995","Intercensal Population Estimate","98,816"
"36071","Orange County","1995","Intercensal Population Estimate","323,451"
"36073","Orleans County","1995","Intercensal Population Estimate","44,524"
"36075","Oswego County","1995","Intercensal Population Estimate","123,972"
"36077","Otsego County","1995","Intercensal Population Estimate","61,671"
"36079","Putnam County","1995","Intercensal Population Estimate","89,969"
"36081","Queens County","1995","Intercensal Population Estimate","2,074,581"
"36083","Rensselaer County","1995","Intercensal Population Estimate","154,969"
"36085","Richmond County","1995","Intercensal Population Estimate","409,600"
"36087","Rockland County","1995","Intercensal Population Estimate","276,649"
"36089","St. Lawrence County","1995","Intercensal Population Estimate","114,317"
"36091","Saratoga County","1995","Intercensal Population Estimate","193,253"
"36093","Schenectady County","1995","Intercensal Population Estimate","150,355"
"36095","Schoharie County","1995","Intercensal Population Estimate","32,137"
"36097","Schuyler County","1995","Intercensal Population Estimate","19,128"
"36099","Seneca County","1995","Intercensal Population Estimate","32,698"
"36101","Steuben County","1995","Intercensal Population Estimate","99,950"
"36103","Suffolk County","1995","Intercensal Population Estimate","1,361,391"
"36105","Sullivan County","1995","Intercensal Population Estimate","72,379"
"36107","Tioga County","1995","Intercensal Population Estimate","52,601"
"36109","Tompkins County","1995","Intercensal Population Estimate","96,870"
"36111","Ulster County","1995","Intercensal Population Estimate","172,362"
"36113","Warren County","1995","Intercensal Population Estimate","62,271"
"36115","Washington County","1995","Intercensal Population Estimate","61,225"
"36117","Wayne County","1995","Intercensal Population Estimate","92,740"
"36119","Westchester County","1995","Intercensal Population Estimate","897,945"
"36121","Wyoming County","1995","Intercensal Population Estimate","43,709"
"36123","Yates County","1995","Intercensal Population Estimate","24,064"
"36000","New York State","1994","Intercensal Population Estimate","18,459,470"
"36001","Albany County","1994","Intercensal Population Estimate","300,262"
"36003","Allegany County","1994","Intercensal Population Estimate","51,012"
"36005","Bronx County","1994","Intercensal Population Estimate","1,250,789"
"36007","Broome County","1994","Intercensal Population Estimate","210,823"
"36009","Cattaraugus County","1994","Intercensal Population Estimate","85,097"
"36011","Cayuga County","1994","Intercensal Population Estimate","82,933"
"36013","Chautauqua County","1994","Intercensal Population Estimate","143,041"
"36015","Chemung County","1994","Intercensal Population Estimate","94,132"
"36017","Chenango County","1994","Intercensal Population Estimate","52,479"
"36019","Clinton County","1994","Intercensal Population Estimate","86,444"
"36021","Columbia County","1994","Intercensal Population Estimate","63,549"
"36023","Cortland County","1994","Intercensal Population Estimate","49,502"
"36025","Delaware County","1994","Intercensal Population Estimate","48,526"
"36027","Dutchess County","1994","Intercensal Population Estimate","264,860"
"36029","Erie County","1994","Intercensal Population Estimate","977,079"
"36031","Essex County","1994","Intercensal Population Estimate","38,243"
"36033","Franklin County","1994","Intercensal Population Estimate","49,712"
"36035","Fulton County","1994","Intercensal Population Estimate","55,232"
"36037","Genesee County","1994","Intercensal Population Estimate","61,282"
"36039","Greene County","1994","Intercensal Population Estimate","47,000"
"36041","Hamilton County","1994","Intercensal Population Estimate","5,279"
"36043","Herkimer County","1994","Intercensal Population Estimate","67,038"
"36045","Jefferson County","1994","Intercensal Population Estimate","116,932"
"36047","Kings County","1994","Intercensal Population Estimate","2,361,668"
"36049","Lewis County","1994","Intercensal Population Estimate","27,319"
"36051","Livingston County","1994","Intercensal Population Estimate","64,015"
"36053","Madison County","1994","Intercensal Population Estimate","70,488"
"36055","Monroe County","1994","Intercensal Population Estimate","734,382"
"36057","Montgomery County","1994","Intercensal Population Estimate","51,752"
"36059","Nassau County","1994","Intercensal Population Estimate","1,308,489"
"36061","New York County","1994","Intercensal Population Estimate","1,503,909"
"36063","Niagara County","1994","Intercensal Population Estimate","223,400"
"36065","Oneida County","1994","Intercensal Population Estimate","250,964"
"36067","Onondaga County","1994","Intercensal Population Estimate","472,692"
"36069","Ontario County","1994","Intercensal Population Estimate","98,509"
"36071","Orange County","1994","Intercensal Population Estimate","320,744"
"36073","Orleans County","1994","Intercensal Population Estimate","44,345"
"36075","Oswego County","1994","Intercensal Population Estimate","124,319"
"36077","Otsego County","1994","Intercensal Population Estimate","61,916"
"36079","Putnam County","1994","Intercensal Population Estimate","88,964"
"36081","Queens County","1994","Intercensal Population Estimate","2,047,884"
"36083","Rensselaer County","1994","Intercensal Population Estimate","155,520"
"36085","Richmond County","1994","Intercensal Population Estimate","406,208"
"36087","Rockland County","1994","Intercensal Population Estimate","274,855"
"36089","St. Lawrence County","1994","Intercensal Population Estimate","114,495"
"36091","Saratoga County","1994","Intercensal Population Estimate","191,966"
"36093","Schenectady County","1994","Intercensal Population Estimate","150,713"
"36095","Schoharie County","1994","Intercensal Population Estimate","32,356"
"36097","Schuyler County","1994","Intercensal Population Estimate","18,973"
"36099","Seneca County","1994","Intercensal Population Estimate","32,702"
"36101","Steuben County","1994","Intercensal Population Estimate","100,634"
"36103","Suffolk County","1994","Intercensal Population Estimate","1,354,011"
"36105","Sullivan County","1994","Intercensal Population Estimate","72,152"
"36107","Tioga County","1994","Intercensal Population Estimate","53,259"
"36109","Tompkins County","1994","Intercensal Population Estimate","96,409"
"36111","Ulster County","1994","Intercensal Population Estimate","172,252"
"36113","Warren County","1994","Intercensal Population Estimate","61,923"
"36115","Washington County","1994","Intercensal Population Estimate","60,860"
"36117","Wayne County","1994","Intercensal Population Estimate","92,203"
"36119","Westchester County","1994","Intercensal Population Estimate","893,531"
"36121","Wyoming County","1994","Intercensal Population Estimate","43,521"
"36123","Yates County","1994","Intercensal Population Estimate","23,922"
"36000","New York State","1993","Intercensal Population Estimate","18,374,954"
"36001","Albany County","1993","Intercensal Population Estimate","298,592"
"36003","Allegany County","1993","Intercensal Population Estimate","50,807"
"36005","Bronx County","1993","Intercensal Population Estimate","1,238,907"
"36007","Broome County","1993","Intercensal Population Estimate","212,756"
"36009","Cattaraugus County","1993","Intercensal Population Estimate","85,523"
"36011","Cayuga County","1993","Intercensal Population Estimate","82,959"
"36013","Chautauqua County","1993","Intercensal Population Estimate","143,131"
"36015","Chemung County","1993","Intercensal Population Estimate","94,711"
"36017","Chenango County","1993","Intercensal Population Estimate","52,552"
"36019","Clinton County","1993","Intercensal Population Estimate","86,420"
"36021","Columbia County","1993","Intercensal Population Estimate","63,428"
"36023","Cortland County","1993","Intercensal Population Estimate","49,584"
"36025","Delaware County","1993","Intercensal Population Estimate","48,387"
"36027","Dutchess County","1993","Intercensal Population Estimate","265,585"
"36029","Erie County","1993","Intercensal Population Estimate","977,751"
"36031","Essex County","1993","Intercensal Population Estimate","38,060"
"36033","Franklin County","1993","Intercensal Population Estimate","49,350"
"36035","Fulton County","1993","Intercensal Population Estimate","55,122"
"36037","Genesee County","1993","Intercensal Population Estimate","61,164"
"36039","Greene County","1993","Intercensal Population Estimate","46,716"
"36041","Hamilton County","1993","Intercensal Population Estimate","5,318"
"36043","Herkimer County","1993","Intercensal Population Estimate","66,926"
"36045","Jefferson County","1993","Intercensal Population Estimate","114,874"
"36047","Kings County","1993","Intercensal Population Estimate","2,347,687"
"36049","Lewis County","1993","Intercensal Population Estimate","27,158"
"36051","Livingston County","1993","Intercensal Population Estimate","63,773"
"36053","Madison County","1993","Intercensal Population Estimate","70,585"
"36055","Monroe County","1993","Intercensal Population Estimate","733,968"
"36057","Montgomery County","1993","Intercensal Population Estimate","51,807"
"36059","Nassau County","1993","Intercensal Population Estimate","1,304,543"
"36061","New York County","1993","Intercensal Population Estimate","1,493,582"
"36063","Niagara County","1993","Intercensal Population Estimate","222,993"
"36065","Oneida County","1993","Intercensal Population Estimate","252,682"
"36067","Onondaga County","1993","Intercensal Population Estimate","474,922"
"36069","Ontario County","1993","Intercensal Population Estimate","98,327"
"36071","Orange County","1993","Intercensal Population Estimate","318,999"
"36073","Orleans County","1993","Intercensal Population Estimate","43,850"
"36075","Oswego County","1993","Intercensal Population Estimate","124,802"
"36077","Otsego County","1993","Intercensal Population Estimate","61,537"
"36079","Putnam County","1993","Intercensal Population Estimate","87,948"
"36081","Queens County","1993","Intercensal Population Estimate","2,023,400"
"36083","Rensselaer County","1993","Intercensal Population Estimate","156,232"
"36085","Richmond County","1993","Intercensal Population Estimate","402,590"
"36087","Rockland County","1993","Intercensal Population Estimate","272,523"
"36089","St. Lawrence County","1993","Intercensal Population Estimate","114,867"
"36091","Saratoga County","1993","Intercensal Population Estimate","189,404"
"36093","Schenectady County","1993","Intercensal Population Estimate","150,979"
"36095","Schoharie County","1993","Intercensal Population Estimate","32,605"
"36097","Schuyler County","1993","Intercensal Population Estimate","18,965"
"36099","Seneca County","1993","Intercensal Population Estimate","32,871"
"36101","Steuben County","1993","Intercensal Population Estimate","100,550"
"36103","Suffolk County","1993","Intercensal Population Estimate","1,346,667"
"36105","Sullivan County","1993","Intercensal Population Estimate","72,145"
"36107","Tioga County","1993","Intercensal Population Estimate","53,237"
"36109","Tompkins County","1993","Intercensal Population Estimate","96,122"
"36111","Ulster County","1993","Intercensal Population Estimate","172,594"
"36113","Warren County","1993","Intercensal Population Estimate","61,670"
"36115","Washington County","1993","Intercensal Population Estimate","60,902"
"36117","Wayne County","1993","Intercensal Population Estimate","91,779"
"36119","Westchester County","1993","Intercensal Population Estimate","890,061"
"36121","Wyoming County","1993","Intercensal Population Estimate","43,474"
"36123","Yates County","1993","Intercensal Population Estimate","23,531"
"36000","New York State","1992","Intercensal Population Estimate","18,246,653"
"36001","Albany County","1992","Intercensal Population Estimate","296,913"
"36003","Allegany County","1992","Intercensal Population Estimate","50,967"
"36005","Bronx County","1992","Intercensal Population Estimate","1,223,153"
"36007","Broome County","1992","Intercensal Population Estimate","213,460"
"36009","Cattaraugus County","1992","Intercensal Population Estimate","85,326"
"36011","Cayuga County","1992","Intercensal Population Estimate","82,889"
"36013","Chautauqua County","1992","Intercensal Population Estimate","142,603"
"36015","Chemung County","1992","Intercensal Population Estimate","94,954"
"36017","Chenango County","1992","Intercensal Population Estimate","52,341"
"36019","Clinton County","1992","Intercensal Population Estimate","85,555"
"36021","Columbia County","1992","Intercensal Population Estimate","63,228"
"36023","Cortland County","1992","Intercensal Population Estimate","49,500"
"36025","Delaware County","1992","Intercensal Population Estimate","48,021"
"36027","Dutchess County","1992","Intercensal Population Estimate","264,450"
"36029","Erie County","1992","Intercensal Population Estimate","976,538"
"36031","Essex County","1992","Intercensal Population Estimate","37,619"
"36033","Franklin County","1992","Intercensal Population Estimate","48,702"
"36035","Fulton County","1992","Intercensal Population Estimate","54,814"
"36037","Genesee County","1992","Intercensal Population Estimate","60,856"
"36039","Greene County","1992","Intercensal Population Estimate","46,243"
"36041","Hamilton County","1992","Intercensal Population Estimate","5,366"
"36043","Herkimer County","1992","Intercensal Population Estimate","66,602"
"36045","Jefferson County","1992","Intercensal Population Estimate","114,463"
"36047","Kings County","1992","Intercensal Population Estimate","2,327,759"
"36049","Lewis County","1992","Intercensal Population Estimate","27,165"
"36051","Livingston County","1992","Intercensal Population Estimate","63,512"
"36053","Madison County","1992","Intercensal Population Estimate","70,660"
"36055","Monroe County","1992","Intercensal Population Estimate","729,060"
"36057","Montgomery County","1992","Intercensal Population Estimate","51,928"
"36059","Nassau County","1992","Intercensal Population Estimate","1,299,575"
"36061","New York County","1992","Intercensal Population Estimate","1,485,877"
"36063","Niagara County","1992","Intercensal Population Estimate","221,952"
"36065","Oneida County","1992","Intercensal Population Estimate","253,819"
"36067","Onondaga County","1992","Intercensal Population Estimate","473,971"
"36069","Ontario County","1992","Intercensal Population Estimate","97,623"
"36071","Orange County","1992","Intercensal Population Estimate","315,957"
"36073","Orleans County","1992","Intercensal Population Estimate","43,674"
"36075","Oswego County","1992","Intercensal Population Estimate","123,857"
